"title","location","yearsofexperience","yearsatcompany","basesalary","gender","Race"
"Software Engineer","San Francisco, CA",6,0,267406,"Male","Asian"
"Data Scientist","San Francisco, CA",5,3,291827,"Female","Asian"
"Software Engineer","New York, NY",7,1,239731,NA,NA
"Marketing","San Francisco, CA",3,1,150145,"Male","White"
"Software Engineer","San Francisco, CA",7,0,289940,NA,NA
"Software Engineering Manager","San Francisco, CA",8,2,210131,"Male","White"
"Recruiter","San Francisco, CA",7,0,264021,"Male","Black"
"Software Engineer","New York, NY",7,0,180301,NA,NA
"Software Engineer","San Francisco, CA",8,2,291816,"Male","Asian"
"Software Engineer","New York, NY",10,0,336314,NA,NA
"Software Engineer","San Francisco, CA",8,0,280508,NA,NA
"Software Engineer","Los Angeles, CA",5,0,203611,"Male",NA
"Software Engineer","Mountain View, CA",10,0,314272,NA,NA
"Software Engineer","New York, NY",10,0,161498,NA,NA
"Management Consultant","New York, NY",6,0,180474,NA,NA
"Data Scientist","San Francisco, CA",5,0,375755,"Male",NA
"Business Analyst","San Francisco, CA",2,1,141170,"Male","Two Or More"
"Software Engineer","San Francisco, CA",7,0,167245,"Male","White"
"Business Analyst","New York, NY",4,0,170962,"Male","Asian"
"Software Engineer","Seattle, WA",3,0,86160,"Male","White"
"Software Engineering Manager","San Francisco, CA",15,0,252217,"Male","Asian"
"Software Engineer","Seattle, WA",4,0,278368,NA,NA
"Software Engineer","Mountain View, CA",5,2,217396,NA,NA
"Software Engineer","New York, NY",4,0,202656,NA,NA
"Software Engineer","San Francisco, CA",4,0,126135,NA,NA
"Software Engineer","Seattle, WA",4,0,221477,NA,NA
"Software Engineer","New York, NY",4,0,192569,"Male","White"
"Software Engineer","Seattle, WA",6,0,230909,NA,NA
"Software Engineer","San Francisco, CA",9,1,227659,"Female",NA
"Software Engineer","San Francisco, CA",8,0,233625,"Male","Two Or More"
"Software Engineer","San Francisco, CA",2,0,257812,"Male","Asian"
"Software Engineer","Mountain View, CA",2,0,127580,"Male","Asian"
"Software Engineering Manager","San Francisco, CA",11,0,371632,NA,NA
"Software Engineer","San Francisco, CA",5,0,227750,NA,NA
"Software Engineer","New York, NY",7,0,294500,"Male","Asian"
"Software Engineer","San Francisco, CA",6,0,125796,NA,NA
"Software Engineer","Mountain View, CA",5,0,101295,NA,NA
"Software Engineer","San Francisco, CA",5,0,218233,NA,NA
"Software Engineer","New York, NY",4,0,308072,NA,NA
"Software Engineer","San Francisco, CA",8,0,173856,"Male","Hispanic"
"Human Resources","Tel Aviv, TA, Israel",7,5,119194,"Female","White"
"Software Engineer","New York, NY",3,0,221338,NA,NA
"Software Engineer","New York, NY",6,0,220630,NA,NA
"Product Designer","New York, NY",8,4,122594,NA,NA
"Software Engineer","New York, NY",3,3,133882,"Male","Two Or More"
"Product Designer","New York, NY",0,0,211937,"Female","Asian"
"Software Engineer","San Francisco, CA",6,0,193275,"Male","White"
"Software Engineer","Denver, CO",4,0,114531,"Male","Asian"
"Product Manager","San Francisco, CA",7,2,95120,"Male","White"
"Software Engineering Manager","Boston, MA",2,2,121850,NA,NA
"Software Engineer","Boston, MA",3,0,220700,"Male",NA
"Software Engineering Manager","Boston, MA",6,0,176353,"Male","White"
"Software Engineering Manager","Boston, MA",6,3,175880,NA,NA
"Software Engineer","Boston, MA",7,4,225364,NA,NA
"Software Engineer","Boston, MA",1,1,108636,"Male","White"
"Software Engineer","Boston, MA",7,0,81473,NA,NA
"Software Engineer","Boston, MA",1,1,157565,NA,NA
"Software Engineer","Boston, MA",10,1,175832,"Male","White"
"Software Engineer","Boston, MA",3,0,261862,"Male","Asian"
"Software Engineer","Boston, MA",15,1,128015,NA,NA
"Software Engineer","Boston, MA",5,0,126371,"Male","White"
"Data Scientist","Mumbai, MH, India",7,4,97483,"Male",NA
"Software Engineer","Mumbai, MH, India",5,1,163460,"Male","Asian"
"Software Engineer","Mumbai, MH, India",3,0,187115,"Male","Asian"
"Software Engineer","Mumbai, MH, India",3,0,115509,"Male","Asian"
"Software Engineer","Mumbai, MH, India",0,0,134415,"Male","Asian"
"Data Scientist","Mumbai, MH, India",8,4,85380,"Male","Asian"
"Data Scientist","Mumbai, MH, India",4,2,103424,"Male","Asian"
"Software Engineering Manager","Mumbai, MH, India",7,3,121560,"Male","Asian"
"Software Engineering Manager","Mumbai, MH, India",12,5,90243,"Male","Asian"
"Data Scientist","Mumbai, MH, India",9,5,185863,"Male","Asian"
"Software Engineering Manager","Mumbai, MH, India",11,6,124421,"Male","Asian"
"Software Engineering Manager","Mumbai, MH, India",7,3,177918,"Male","Asian"
"Data Scientist","Mumbai, MH, India",14,4,160099,"Male","Asian"
"Product Manager","Mumbai, MH, India",7,2,313929,"Male","Asian"
"Software Engineer","Boston, MA",4,1,194004,NA,NA
"Software Engineer","Boston, MA",5,2,88757,NA,NA
"Software Engineer","Boston, MA",2,2,127485,NA,NA
"Software Engineer","San Francisco, CA",7,0,217077,"Male",NA
"Software Engineer","San Francisco, CA",14,1,299825,"Male",NA
"Software Engineer","San Francisco, CA",9,1,256916,"Male",NA
"Software Engineer","Seattle, WA",6,0,272463,"Male",NA
"Data Scientist","San Francisco, CA",2,1,132708,"Male",NA
"Software Engineer","San Francisco, CA",14,1,260403,"Male",NA
"Software Engineer","San Francisco, CA",15,0,225317,"Male",NA
"Software Engineering Manager","San Francisco, CA",11,3,375256,"Male",NA
"Software Engineer","San Francisco, CA",4,4,123446,"Male",NA
"Software Engineer","San Francisco, CA",2,2,191329,"Male",NA
"Software Engineer","San Francisco, CA",5,5,238927,"Male",NA
"Software Engineer","Seattle, WA",16,0,274033,"Male",NA
"Product Manager","San Francisco, CA",11,1,222927,"Male",NA
"Technical Program Manager","Mountain View, CA",10,1,283700,"Male",NA
"Data Scientist","San Francisco, CA",3,2,251212,"Female","Asian"
"Marketing","Austin, TX",15,1,298766,NA,NA
"Software Engineer","Seattle, WA",4,0,199706,"Male","White"
"Software Engineer","Seattle, WA",9,1,355505,"Male",NA
"Software Engineering Manager","San Francisco, CA",8,2,198802,"Male","Asian"
"Product Designer","Seattle, WA",8,1,96041,"Female","Asian"
"Software Engineer","San Francisco, CA",7,3,157238,"Male","Asian"
"Software Engineer","San Francisco, CA",9,2,156783,"Female","White"
"Software Engineer","Los Angeles, CA",8,0,152308,"Female","Asian"
"Product Manager","San Francisco, CA",12,1,255926,"Female","Asian"
"Software Engineer","San Francisco, CA",0,0,133873,"Male","White"
"Software Engineer","San Francisco, CA",5,0,295618,"Male","Asian"
"Software Engineer","San Francisco, CA",2,0,285993,"Male","Black"
"Marketing","San Francisco, CA",15,3,172541,"Female","White"
"Software Engineer","Norfolk, VA",4,0,178703,"Male","White"
"Product Manager","San Francisco, CA",4,0,197234,"Female",NA
"Software Engineering Manager","San Francisco, CA",15,4,124581,"Male",NA
"Software Engineer","San Francisco, CA",1,1,222921,"Male",NA
"Software Engineer","Dallas, TX",6,1,285917,"Male","Asian"
"Software Engineer","Seattle, WA",0,0,156160,"Male","Asian"
"Software Engineer","San Francisco, CA",25,3,155009,NA,NA
"Software Engineer","San Francisco, CA",11,3,138204,NA,NA
"Product Manager","San Francisco, CA",10,2,223099,NA,NA
"Software Engineer","Seattle, WA",9,3,137092,NA,NA
"Software Engineer","Seattle, WA",12,1,151279,NA,NA
"Software Engineer","San Francisco, CA",8,1,93263,"Male",NA
"Product Manager","San Francisco, CA",7,5,206166,NA,NA
"Software Engineer","San Francisco, CA",10,4,229277,NA,NA
"Software Engineer","Seattle, WA",7,2,370543,NA,NA
"Software Engineer","San Francisco, CA",3,2,203753,NA,NA
"Software Engineer","San Francisco, CA",3,3,256435,NA,NA
"Software Engineering Manager","San Francisco, CA",12,3,146115,"Male",NA
"Software Engineer","San Francisco, CA",6,1.5,234708,"Male",NA
"Software Engineer","San Francisco, CA",5,3,196398,"Female",NA
"Software Engineer","San Francisco, CA",10,0,257061,NA,NA
"Software Engineering Manager","San Francisco, CA",10,1,135997,"Male",NA
"Software Engineer","San Francisco, CA",13,2,145781,"Male",NA
"Software Engineer","San Francisco, CA",6,1,107373,"Male",NA
"Product Manager","San Francisco, CA",14,1,228109,"Male",NA
"Software Engineer","Seattle, WA",18,1,286754,NA,NA
"Software Engineer","Seattle, WA",5,0,275866,NA,NA
"Product Manager","San Francisco, CA",5,2,208513,"Male",NA
"Software Engineer","Seattle, WA",13,1,153970,"Male",NA
"Software Engineer","San Francisco, CA",6,2,96521,"Male",NA
"Software Engineer","Seattle, WA",8,3,172587,"Male",NA
"Software Engineer","San Francisco, CA",2,2,253686,NA,NA
"Product Designer","San Francisco, CA",2,2,166249,"Female",NA
"Software Engineer","Seattle, WA",7,4,295767,"Male",NA
"Software Engineer","San Francisco, CA",3,0,94531,"Male",NA
"Software Engineer","San Francisco, CA",10,1,252577,"Male",NA
"Software Engineer","San Francisco, CA",12,4,181048,NA,NA
"Software Engineer","San Francisco, CA",7,4,116038,"Male",NA
"Software Engineer","Melbourne, VI, Australia",16,4,366278,"Male",NA
"Software Engineer","New York, NY",6,2,160511,"Male",NA
"Software Engineer","San Francisco, CA",5,0,287464,"Male",NA
"Software Engineer","New York, NY",11,0,335441,"Male",NA
"Solution Architect","San Francisco, CA",4,4,132966,"Female",NA
"Software Engineer","New York, NY",0,0,186669,"Male",NA
"Software Engineer","Seattle, WA",2,0,162579,"Male",NA
"Software Engineer","New York, NY",8,0,153168,"Male",NA
"Software Engineer","Seattle, WA",15,1,200962,"Male",NA
"Software Engineer","San Francisco, CA",0,0,105670,"Male",NA
"Software Engineer","San Francisco, CA",9,4,299976,NA,NA
"Software Engineer","San Francisco, CA",20,0,208633,"Male",NA
"Software Engineer","New York, NY",10,2,124520,"Male",NA
"Software Engineer","Seattle, WA",20,1,81309,"Male",NA
"Software Engineer","San Francisco, CA",11,0,116509,NA,NA
"Software Engineer","Seattle, WA",12,0,188572,NA,NA
"Software Engineer","Seattle, WA",12,0,207426,"Male",NA
"Product Designer","San Francisco, CA",12,1,233696,"Male",NA
"Product Manager","New York, NY",6,0,381001,"Male",NA
"Software Engineer","San Francisco, CA",0,0,198531,"Male",NA
"Software Engineer","San Francisco, CA",7,7,250254,"Male",NA
"Product Designer","San Francisco, CA",6,1,237958,"Female",NA
"Software Engineer","San Francisco, CA",4,0,288819,"Male",NA
"Software Engineer","Seattle, WA",4,1,114140,NA,NA
"Software Engineer","Seattle, WA",3,0,146895,"Female",NA
"Software Engineer","Seattle, WA",5,1,223246,"Male",NA
"Product Designer","San Francisco, CA",10,1,276853,"Female",NA
"Product Designer","Seattle, WA",8,1,286470,"Male",NA
"Software Engineer","San Francisco, CA",2,2,118620,"Male",NA
"Software Engineer","Mountain View, CA",15,2,259846,"Male",NA
"Product Designer","Seattle, WA",8,1,125577,"Female",NA
"Product Designer","San Francisco, CA",9,1,112558,NA,NA
"Marketing","San Francisco, CA",15,1,219831,"Male",NA
"Software Engineer","San Francisco, CA",7,3,194459,NA,NA
"Software Engineer","San Francisco, CA",9,5,263941,"Male",NA
"Hardware Engineer","Chicago, IL",12,5,190734,"Male",NA
"Software Engineer","Seattle, WA",6,0,221689,"Male",NA
"Software Engineer","San Francisco, CA",2,2,156588,"Female",NA
"Software Engineer","San Francisco, CA",1,1,144305,NA,NA
"Software Engineer","San Francisco, CA",15,0,131357,"Male",NA
"Software Engineer","San Francisco, CA",0,0,185789,"Male",NA
"Software Engineer","San Francisco, CA",2,2,397025,"Male",NA
"Software Engineer","San Francisco, CA",9,0,220416,NA,NA
"Product Designer","San Francisco, CA",5,2,216232,"Female",NA
"Software Engineer","Seattle, WA",3,3,152711,"Male",NA
"Product Manager","San Francisco, CA",10,2,242625,"Female",NA
"Product Designer","Seattle, WA",10,2,175735,"Female",NA
"Software Engineer","San Francisco, CA",4,3,197086,"Male",NA
"Software Engineer","San Francisco, CA",10,3,99959,"Male",NA
"Product Manager","San Francisco, CA",7,2,253323,"Female",NA
"Software Engineer","Seattle, WA",26,4,247112,"Male",NA
"Software Engineer","San Francisco, CA",11,0,174144,"Male",NA
"Product Manager","San Francisco, CA",10,0,230273,NA,NA
"Software Engineer","Seattle, WA",16,2,316678,"Male",NA
"Technical Program Manager","San Francisco, CA",10,1,170937,"Female","Black"
"Software Engineer","Seattle, WA",12,2,275640,"Male","White"
"Sales","New York, NY",12,3,293974,"Male",NA
"Software Engineer","San Francisco, CA",8,4,207141,"Male","Asian"
"Software Engineer","San Francisco, CA",4,0,313686,NA,NA
"Software Engineer","San Francisco, CA",4,3,215371,"Male","Asian"
"Product Manager","San Francisco, CA",9,3,308695,"Female","Asian"
"Software Engineer","San Francisco, CA",6,4,230753,"Male",NA
"Marketing","San Francisco, CA",7,5,209123,"Male","White"
"Product Designer","San Francisco, CA",7,2,198896,"Female","White"
"Software Engineer","San Francisco, CA",7,4,158084,"Female","Asian"
"Software Engineer","San Francisco, CA",6,3,216516,"Male","White"
"Software Engineer","New York, NY",1,0,192917,"Female","Asian"
"Recruiter","San Francisco, CA",6,2,301779,NA,NA
"Marketing","San Francisco, CA",15,2,158067,"Female","Asian"
"Software Engineer","San Francisco, CA",5,2,352009,"Male","White"
"Software Engineer","Seattle, WA",10,0,199791,"Male","White"
"Technical Program Manager","San Francisco, CA",10,1,211550,NA,NA
"Software Engineer","San Francisco, CA",3,0,253033,NA,NA
"Software Engineer","Seattle, WA",5,0,240720,NA,NA
"Software Engineer","San Francisco, CA",3,2,317576,NA,NA
"Software Engineer","Seattle, WA",6,2,136683,"Female",NA
"Product Manager","San Francisco, CA",12,5,234245,NA,NA
"Product Manager","San Francisco, CA",8,2,255387,"Female","White"
"Product Designer","San Francisco, CA",15,1,249358,"Male","White"
"Software Engineer","Seattle, WA",8,0,190521,"Male",NA
"Product Designer","Seattle, WA",12,1,155672,"Male","White"
"Software Engineer","San Francisco, CA",2,0,316369,NA,NA
"Software Engineer","Seattle, WA",8,0,312877,"Male","Asian"
"Software Engineer","New York, NY",18,3,268629,NA,NA
"Technical Program Manager","San Francisco, CA",14,1,184207,"Female","Asian"
"Software Engineer","Mountain View, CA",14,3,206272,"Male","White"
"Software Engineer","San Francisco, CA",5,3,233612,"Male","Hispanic"
"Software Engineer","Seattle, WA",5,0,103721,"Male",NA
"Software Engineer","Atlanta, GA",3,0,190039,"Male","Black"
"Product Manager","San Francisco, CA",8,3,324666,"Female","Two Or More"
"Product Designer","San Francisco, CA",8,2,138587,"Male","White"
"Software Engineer","San Francisco, CA",10,2,219776,"Male","Asian"
"Technical Program Manager","San Francisco, CA",11,1,227922,NA,NA
"Software Engineer","Seattle, WA",10,1,134993,NA,NA
"Product Designer","New York, NY",8,2,168122,"Male","White"
"Software Engineer","Seattle, WA",16,3,385831,"Female","White"
"Software Engineer","Seattle, WA",4,0,227982,NA,NA
"Software Engineering Manager","Seattle, WA",30,2,284917,"Male","White"
"Technical Program Manager","San Francisco, CA",10,3,193335,NA,NA
"Software Engineering Manager","San Francisco, CA",20,1,334437,NA,NA
"Software Engineer","Seattle, WA",4,0,336699,NA,NA
"Product Manager","Seattle, WA",10,2,185384,"Female",NA
"Software Engineer","San Francisco, CA",11,4,280648,"Male","White"
"Software Engineer","San Francisco, CA",2,2,139975,NA,NA
"Software Engineer","Seattle, WA",9,3,278443,NA,NA
"Software Engineer","San Francisco, CA",11,4,241991,NA,NA
"Software Engineer","San Francisco, CA",8,4,224107,"Male","Asian"
"Technical Program Manager","San Francisco, CA",15,1,261956,"Female","Asian"
"Data Scientist","San Francisco, CA",5,2,176941,NA,NA
"Software Engineer","Seattle, WA",12,0,347452,NA,NA
"Software Engineer","New York, NY",1,1,139133,"Male","Asian"
"Software Engineer","San Francisco, CA",8,0,132109,"Male","Two Or More"
"Software Engineer","San Francisco, CA",6,4,280682,"Male",NA
"Software Engineer","San Francisco, CA",4,0,259356,NA,NA
"Software Engineer","San Francisco, CA",6,4,362843,"Male",NA
"Software Engineer","Seattle, WA",14,0,173009,"Male",NA
"Technical Program Manager","San Francisco, CA",15,1,212517,"Female","Asian"
"Software Engineer","Seattle, WA",5,1,280501,NA,NA
"Software Engineer","San Francisco, CA",3,0,372007,NA,NA
"Software Engineer","Seattle, WA",5,0,165483,NA,NA
"Software Engineering Manager","San Francisco, CA",18,0,303736,"Male","Asian"
"Product Manager","San Francisco, CA",4,1,246109,NA,NA
"Software Engineer","San Francisco, CA",9,6,300032,NA,NA
"Software Engineer","Austin, TX",3,0,218383,NA,NA
"Software Engineer","Vancouver, BC, Canada",3,0,131259,NA,NA
"Software Engineer","San Francisco, CA",5,5,290810,"Male",NA
"Software Engineer","Seattle, WA",3,3,174264,NA,NA
"Software Engineer","San Francisco, CA",5,2,203647,"Male",NA
"Software Engineer","Montreal, QC, Canada",1,1,211583,NA,NA
"Software Engineer","Chicago, IL",2,2,344182,NA,"Two Or More"
"Software Engineer","Montreal, QC, Canada",3,2,210022,NA,NA
"Software Engineer","Chicago, IL",0,0,174748,"Male","Two Or More"
"Software Engineer","Toronto, ON, Canada",5,1,110740,NA,NA
"Software Engineer","Boston, MA",1,1,227898,"Female","White"
"Software Engineering Manager","Tampa, FL",21,2,106214,NA,NA
"Software Engineer","Jersey City, NJ",3,2,147767,"Male","Asian"
"Marketing","Pittsburgh, PA",10,1,237022,"Female",NA
"Product Designer","Pittsburgh, PA",4,3,291176,"Female",NA
"Software Engineer","Pittsburgh, PA",0,0,182621,NA,NA
"Software Engineer","Pittsburgh, PA",4,0,114096,NA,NA
"Software Engineer","Pittsburgh, PA",0,0,137698,"Male","White"
"Software Engineer","Pittsburgh, PA",0,0,109224,"Male","White"
"Marketing","New York, NY",17,10,198480,NA,NA
"Solution Architect","New Orleans, LA",10,2,122050,"Male","Hispanic"
"Solution Architect","Bangalore, KA, India",10,2,124874,"Male","Asian"
"Software Engineer","New Orleans, LA",5,1,81628,NA,NA
"Software Engineer","Warsaw, MZ, Poland",10,1,162289,NA,NA
"Solution Architect","London, EN, United Kingdom",15,7,150456,"Male",NA
"Software Engineer","Galway, GY, Ireland",7,7,78122,"Male",NA
"Product Manager","Tampa, FL",22,6,140676,NA,NA
"Software Engineer","Barcelona, CT, Spain",12,1,185481,"Male","White"
"Software Engineer","Detroit, MI",3,0,292878,"Male","Hispanic"
"Software Engineer","Brazil, IN",10,2,104418,"Male","Hispanic"
"Software Engineering Manager","Jersey City, NJ",10,1,147652,NA,NA
"Software Engineer","Menlo Park, CA",14,7,103127,"Female","Asian"
"Software Engineer","Menlo Park, CA",2,2,187923,NA,NA
"Software Engineer","San Francisco, CA",3,1,133593,"Male","Asian"
"Software Engineer","San Francisco, CA",5,2,96466,"Male","Asian"
"Product Manager","San Francisco, CA",5,1,140873,"Male","White"
"Software Engineer","San Francisco, CA",7,2,188487,NA,NA
"Software Engineer","San Jose, CA",4,4,187766,"Female",NA
"Software Engineer","San Jose, CA",6,2,211857,NA,NA
"Software Engineer","San Jose, CA",2,11,96162,"Male",NA
"Software Engineer","San Jose, CA",19,8,167578,"Male",NA
"Product Manager","San Jose, CA",10,1,214594,"Female",NA
"Software Engineer","Bellevue, WA",12,1,309157,"Male",NA
"Software Engineer","San Jose, CA",8,2,225811,"Male",NA
"Software Engineer","San Jose, CA",5,1,302626,NA,NA
"Software Engineer","San Jose, CA",9,2,107637,"Male",NA
"Software Engineer","San Jose, CA",10,4,385208,"Male",NA
"Software Engineer","San Jose, CA",12,4,301014,"Male",NA
"Software Engineer","San Jose, CA",6,6,348177,"Male",NA
"Software Engineering Manager","San Jose, CA",18,14,302197,"Male",NA
"Software Engineering Manager","San Jose, CA",10,6,217964,"Male",NA
"Software Engineering Manager","San Jose, CA",20,7,288398,NA,NA
"Software Engineer","San Jose, CA",4,4,123537,"Male",NA
"Software Engineer","San Jose, CA",15,1.5,167167,NA,NA
"Software Engineer","San Jose, CA",6,4,239020,"Male",NA
"Software Engineer","San Jose, CA",12,11,132586,NA,NA
"Product Manager","San Jose, CA",15,2,366872,NA,NA
"Software Engineer","San Jose, CA",20,3,137630,"Male",NA
"Software Engineer","San Jose, CA",6,2,252366,"Female",NA
"Software Engineer","San Jose, CA",15,4,257099,NA,NA
"Software Engineer","San Jose, CA",4,4,207060,"Female",NA
"Data Scientist","Bellevue, WA",6,6,134329,"Male",NA
"Software Engineer","San Jose, CA",7,1,128196,"Male",NA
"Software Engineer","Seattle, WA",12,10,286822,"Male",NA
"Product Manager","San Jose, CA",6,6,144212,"Male",NA
"Software Engineer","Campbell, CA",12,6,244630,NA,NA
"Software Engineer","San Jose, CA",12,9,259217,"Male",NA
"Software Engineer","San Jose, CA",3,0,101133,"Female",NA
"Software Engineer","San Jose, CA",4,2,215924,"Male",NA
"Software Engineer","San Jose, CA",2,2,102591,"Male",NA
"Software Engineer","San Jose, CA",3,3,309158,"Male",NA
"Product Manager","Bellevue, WA",5,0,211598,"Male","Asian"
"Product Manager","San Jose, CA",10,1,244671,"Male","Asian"
"Data Scientist","San Jose, CA",12,2,282244,"Other",NA
"Software Engineer","Portland, OR",20,10,216384,"Male","White"
"Recruiter","San Jose, CA",12,1,162268,"Female",NA
"Software Engineer","San Jose, CA",4,4,192681,"Male","Asian"
"Software Engineer","Portland, OR",12,8,93385,"Male","Asian"
"Product Manager","San Jose, CA",10,1,91082,"Male","Asian"
"Product Manager","San Jose, CA",13,2,180061,"Male","Asian"
"Software Engineer","San Jose, CA",2,0,271705,"Male",NA
"Human Resources","San Jose, CA",24,5,252089,"Female","Asian"
"Software Engineer","Berlin, BE, Germany",5,1,110185,"Male",NA
"Software Engineer","Berlin, BE, Germany",5,1,265381,"Male","White"
"Data Scientist","San Jose, CA",1,1,191107,"Female","Asian"
"Software Engineer","San Jose, CA",1,0,275600,"Male","Asian"
"Software Engineer","Bellevue, WA",12,0,200708,"Female",NA
"Software Engineer","Seattle, WA",2,1,190404,"Female","Asian"
"Business Analyst","San Jose, CA",4,0,108203,"Female","Asian"
"Software Engineer","San Jose, CA",9,0,293245,"Male","Asian"
"Software Engineer","San Jose, CA",1,0,136202,"Male","Asian"
"Software Engineer","San Jose, CA",8,0,284518,"Male","Asian"
"Product Manager","San Jose, CA",10,5,123911,"Male","Asian"
"Software Engineer","San Jose, CA",2,0,215385,"Male","Asian"
"Software Engineer","San Jose, CA",4,0,166925,"Male",NA
"Software Engineer","San Jose, CA",8,3,133181,NA,NA
"Software Engineer","San Jose, CA",4,0,205361,"Male","Asian"
"Software Engineer","San Jose, CA",0,0,105781,"Male",NA
"Software Engineer","San Jose, CA",2,0,116462,"Male","Asian"
"Software Engineer","San Jose, CA",5,0,204815,"Male","Asian"
"Software Engineer","San Jose, CA",6,0,341936,"Male","Asian"
"Software Engineer","San Jose, CA",4,2,122045,"Male","Asian"
"Data Scientist","San Jose, CA",2,0,128373,"Male","Asian"
"Software Engineer","San Jose, CA",9,5,245193,"Female","Asian"
"Software Engineer","San Jose, CA",11,6,295050,"Male","Asian"
"Software Engineer","Austin, TX",6,0,285271,"Male",NA
"Software Engineer","San Jose, CA",8,3,187324,"Male","Asian"
"Software Engineer","San Jose, CA",7,0,144641,"Male","Asian"
"Software Engineer","San Jose, CA",9,5,162620,"Female","Asian"
"Software Engineer","San Jose, CA",9,4,92676,"Male","Asian"
"Product Manager","San Jose, CA",9,2,163336,"Male","Asian"
"Software Engineer","San Jose, CA",6,1,83023,"Male","Asian"
"Data Scientist","San Jose, CA",2,0,222649,"Male","Asian"
"Software Engineer","San Jose, CA",9,0,160687,"Male","Asian"
"Data Scientist","Seattle, WA",2,1,306551,"Female","Asian"
"Business Analyst","San Jose, CA",4,1,191993,"Male","Asian"
"Software Engineer","San Jose, CA",3,0,193000,"Male","Asian"
"Software Engineer","San Jose, CA",5,3,159898,"Male","Asian"
"Software Engineer","Austin, TX",3,0,125937,"Male","Asian"
"Product Manager","San Jose, CA",7,0,309302,"Male","Asian"
"Software Engineer","San Jose, CA",9,5,209844,"Female","Asian"
"Product Manager","San Jose, CA",9,2,280742,"Male","Asian"
"Product Manager","San Jose, CA",5,3,139807,"Male",NA
"Software Engineer","Portland, OR",4,0,206806,"Male","Asian"
"Software Engineer","San Jose, CA",8,3,231887,"Male","Asian"
"Software Engineer","Atlanta, GA",5,0,92936,"Male","Asian"
"Product Manager","San Francisco, CA",10,2,372072,NA,NA
"Product Manager","San Francisco, CA",12,1,242320,"Female","Two Or More"
"Software Engineer","Toronto, ON, Canada",4,0,157223,"Male","Asian"
"Product Manager","San Francisco, CA",10,2,230727,"Male","Asian"
"Software Engineer","San Jose, CA",8,4,232198,"Male","Asian"
"Software Engineer","San Francisco, CA",6,0,243418,"Male","Asian"
"Product Manager","Austin, TX",10,1,297806,"Male","Asian"
"Software Engineer","Seattle, WA",12,3,150628,NA,NA
"Software Engineer","San Jose, CA",8,5,162414,NA,NA
"Software Engineer","San Jose, CA",14,0,331718,"Male",NA
"Software Engineer","San Jose, CA",1,0,108970,"Male",NA
"Software Engineer","San Jose, CA",20,2,384084,NA,NA
"Software Engineer","San Jose, CA",20,1,229164,NA,NA
"Software Engineering Manager","San Jose, CA",15,3,228282,NA,NA
"Product Designer","San Jose, CA",15,3,178487,NA,NA
"Software Engineer","San Jose, CA",20,7,202043,NA,NA
"Software Engineering Manager","San Jose, CA",12,8,272986,NA,NA
"Software Engineer","Seattle, WA",5,5,328092,NA,NA
"Software Engineer","San Jose, CA",15,2,247524,NA,NA
"Software Engineer","San Jose, CA",15,1,208162,NA,NA
"Software Engineer","San Jose, CA",2,0,136450,NA,NA
"Software Engineer","San Jose, CA",9,3,108659,NA,NA
"Software Engineer","San Jose, CA",20,10,178054,NA,NA
"Software Engineer","Toronto, ON, Canada",4,0,98731,NA,NA
"Software Engineer","San Jose, CA",16,4,150793,"Male",NA
"Software Engineer","San Jose, CA",5,2,247569,"Male",NA
"Software Engineer","San Jose, CA",3,4,93561,"Male",NA
"Software Engineer","San Jose, CA",0,0,163358,"Male",NA
"Product Manager","San Jose, CA",10,5,223318,"Male",NA
"Product Manager","San Jose, CA",12,2,278617,"Male",NA
"Product Manager","San Jose, CA",12,2,145015,"Male",NA
"Product Manager","San Jose, CA",12,2,287602,"Male",NA
"Software Engineering Manager","San Jose, CA",11,9,258834,"Male",NA
"Data Scientist","San Jose, CA",12,2,242035,"Male",NA
"Software Engineer","San Jose, CA",18,14,137555,"Male",NA
"Software Engineer","New York, NY",4,2,197091,NA,NA
"Software Engineer","New York, NY",4,2,224186,NA,NA
"Data Scientist","Seattle, WA",10,3,249082,NA,NA
"Data Scientist","San Jose, CA",10,3,284657,"Male",NA
"Product Manager","Sunnyvale, CA",3,3,166877,"Female",NA
"Software Engineer","San Jose, CA",12,4,395738,"Male",NA
"Software Engineer","San Jose, CA",23,13,314193,NA,NA
"Software Engineer","San Jose, CA",8,3,84576,"Male",NA
"Product Designer","San Jose, CA",8,2.5,302169,"Female",NA
"Software Engineer","San Jose, CA",8,2,166561,"Male",NA
"Software Engineer","San Jose, CA",4,1,174949,"Female",NA
"Software Engineer","San Jose, CA",3,3,226922,"Female",NA
"Software Engineer","Seattle, WA",9,5,195272,"Male",NA
"Software Engineer","Seattle, WA",10,5,248626,"Male",NA
"Software Engineer","San Jose, CA",0,0,181919,"Female",NA
"Software Engineer","San Jose, CA",4,2,81321,"Male",NA
"Software Engineer","San Jose, CA",6,6,100943,NA,NA
"Product Designer","San Jose, CA",12,1,189570,NA,NA
"Product Manager","San Jose, CA",10,5,279589,"Female",NA
"Software Engineer","Austin, TX",6,6,217653,"Male",NA
"Software Engineer","San Jose, CA",15,1,316298,"Male",NA
"Software Engineer","San Francisco, CA",18,2,264268,"Male",NA
"Software Engineer","San Jose, CA",8,7,332353,"Male",NA
"Software Engineer","San Jose, CA",3,0,182627,"Male",NA
"Software Engineer","San Jose, CA",13,9,244670,NA,NA
